,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
7251,2022,Senior-level/ Expert,Full-time,Data Engineer,200000,USD,200000,Puerto Rico,Totally Remote,Puerto Rico,Medium
7816,2021,Mid-level /Intermediate,Full-time,Data Engineer,200000,USD,200000,United States of America,Totally Remote,United States of America,Large
5417,2023,Senior-level/ Expert,Full-time,Data Engineer,200000,USD,200000,United States of America,Not at all,United States of America,Medium
689,2023,Mid-level /Intermediate,Full-time,Machine Learning Engineer,200000,USD,200000,United States of America,Not at all,United States of America,Medium
2482,2023,Mid-level /Intermediate,Full-time,Research Scientist,200000,USD,200000,United States of America,Not at all,United States of America,Medium
2480,2023,Mid-level /Intermediate,Full-time,Research Scientist,200000,USD,200000,United States of America,Not at all,United States of America,Medium
3136,2023,Senior-level/ Expert,Full-time,Data Engineer,200000,USD,200000,United States of America,Totally Remote,United States of America,Medium
6959,2022,Senior-level/ Expert,Full-time,Data Engineer,200000,USD,200000,United States of America,Totally Remote,United States of America,Medium
501,2023,Executive-level / Director,Full-time,Head of Data,200000,USD,200000,United States of America,Totally Remote,United States of America,Medium
7736,2021,Mid-level /Intermediate,Full-time,Data Engineer,200000,USD,200000,United States of America,Totally Remote,United States of America,Large
5224,2023,Senior-level/ Expert,Full-time,Research Scientist,200000,USD,200000,United States of America,Not at all,United States of America,Medium
7734,2021,Senior-level/ Expert,Full-time,Principal Data Engineer,200000,USD,200000,United States of America,Totally Remote,United States of America,Medium
4091,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,200000,USD,200000,United States of America,Not at all,United States of America,Medium
3788,2023,Senior-level/ Expert,Full-time,Data Scientist,200000,USD,200000,United States of America,Totally Remote,United States of America,Medium
6935,2022,Senior-level/ Expert,Full-time,Data Engineer,200000,USD,200000,United States of America,Totally Remote,United States of America,Medium
1874,2023,Senior-level/ Expert,Full-time,Data Engineer,200000,USD,200000,Canada,Totally Remote,Canada,Medium
4502,2023,Mid-level /Intermediate,Full-time,AI Developer,200000,USD,200000,United States of America,Totally Remote,United States of America,Medium
7317,2022,Mid-level /Intermediate,Full-time,Analytics Engineer,200000,USD,200000,United States of America,Not at all,United States of America,Medium
2751,2023,Senior-level/ Expert,Full-time,Business Intelligence Analyst,200000,USD,200000,United States of America,Totally Remote,United States of America,Medium
2473,2023,Mid-level /Intermediate,Full-time,Data Engineer,200000,USD,200000,United States of America,Totally Remote,United States of America,Medium
5195,2023,Mid-level /Intermediate,Full-time,Data Engineer,200000,USD,200000,United States of America,Not at all,United States of America,Medium
82,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,200000,USD,200000,United States of America,Not at all,United States of America,Medium
2758,2023,Entry-level / Junior,Full-time,Research Scientist,200000,USD,200000,United States of America,Totally Remote,United States of America,Medium
4080,2023,Senior-level/ Expert,Full-time,Data Engineer,200000,USD,200000,United States of America,Totally Remote,United States of America,Medium
3155,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,200000,USD,200000,United States of America,Totally Remote,United States of America,Medium
3520,2023,Senior-level/ Expert,Full-time,Data Architect,199600,USD,199600,United States of America,Not at all,United States of America,Medium
2484,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,199200,USD,199200,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
114,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,199200,USD,199200,United States of America,Not at all,United States of America,Medium
2521,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,199200,USD,199200,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
2276,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,199200,USD,199200,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
1133,2023,Senior-level/ Expert,Full-time,Applied Scientist,199200,USD,199200,United States of America,Not at all,United States of America,Medium
2829,2023,Senior-level/ Expert,Full-time,Data Engineer,199098,USD,199098,United States of America,Not at all,United States of America,Medium
4322,2023,Senior-level/ Expert,Full-time,Data Scientist,199098,USD,199098,United States of America,Totally Remote,United States of America,Medium
2894,2023,Senior-level/ Expert,Full-time,MLOps Engineer,199000,USD,199000,United States of America,Not at all,United States of America,Medium
3786,2023,Senior-level/ Expert,Full-time,ML Engineer,199000,USD,199000,United States of America,Totally Remote,United States of America,Medium
1914,2023,Senior-level/ Expert,Full-time,Data Engineer,199000,USD,199000,United States of America,Totally Remote,United States of America,Medium
4198,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,199000,USD,199000,United States of America,Totally Remote,United States of America,Medium
6002,2023,Senior-level/ Expert,Full-time,Data Engineer,199000,USD,199000,United States of America,Not at all,United States of America,Medium
3487,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,199000,USD,199000,France,Not at all,France,Medium
2892,2023,Senior-level/ Expert,Full-time,ML Engineer,199000,USD,199000,United States of America,Totally Remote,United States of America,Medium
2184,2023,Senior-level/ Expert,Full-time,Data Engineer,199000,USD,199000,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
4627,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,199000,USD,199000,United States of America,Totally Remote,United States of America,Medium
5671,2023,Senior-level/ Expert,Full-time,Data Manager,199000,USD,199000,United States of America,Not at all,United States of America,Medium
4560,2023,Senior-level/ Expert,Full-time,Data Scientist,199000,USD,199000,United States of America,Not at all,United States of America,Medium
2820,2023,Mid-level /Intermediate,Full-time,Data Engineer,198900,USD,198900,United States of America,Not at all,United States of America,Medium
3830,2023,Senior-level/ Expert,Full-time,Research Scientist,198800,USD,198800,United States of America,Not at all,United States of America,Medium
6503,2022,Senior-level/ Expert,Full-time,Data Scientist,198800,USD,198800,United States of America,Not at all,United States of America,Medium
1255,2023,Senior-level/ Expert,Full-time,Data Science Practitioner,198800,USD,198800,United States of America,Not at all,United States of America,Medium
1975,2023,Senior-level/ Expert,Full-time,Research Scientist,198800,USD,198800,United States of America,Not at all,United States of America,Medium
1537,2023,Senior-level/ Expert,Full-time,Data Science Practitioner,198800,USD,198800,United States of America,Not at all,United States of America,Medium
679,2023,Senior-level/ Expert,Full-time,Data Scientist,198800,USD,198800,United States of America,Not at all,United States of America,Medium
6244,2022,Senior-level/ Expert,Full-time,Data Engineer,198800,USD,198800,United States of America,Not at all,United States of America,Medium
4578,2023,Senior-level/ Expert,Full-time,Data Manager,198800,USD,198800,United States of America,Not at all,United States of America,Medium
6714,2022,Senior-level/ Expert,Full-time,Data Scientist,198440,USD,198440,United States of America,Not at all,United States of America,Medium
6710,2022,Senior-level/ Expert,Full-time,Data Scientist,198440,USD,198440,United States of America,Not at all,United States of America,Large
6920,2022,Senior-level/ Expert,Full-time,Data Scientist,198440,USD,198440,United States of America,Totally Remote,United States of America,Medium
6929,2022,Senior-level/ Expert,Full-time,Data Scientist,198440,USD,198440,United States of America,Not at all,United States of America,Large
4635,2023,Mid-level /Intermediate,Full-time,Research Scientist,161200,GBP,198340,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
553,2023,Senior-level/ Expert,Full-time,Data Scientist,198300,USD,198300,United States of America,Totally Remote,United States of America,Medium
792,2023,Senior-level/ Expert,Full-time,Data Scientist,198200,USD,198200,United States of America,Totally Remote,United States of America,Medium
652,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,198200,USD,198200,United States of America,Totally Remote,United States of America,Medium
1721,2023,Senior-level/ Expert,Full-time,Data Scientist,198200,USD,198200,United States of America,Totally Remote,United States of America,Medium
6114,2022,Senior-level/ Expert,Full-time,Data Scientist,198200,USD,198200,United States of America,Totally Remote,United States of America,Medium
2028,2023,Senior-level/ Expert,Full-time,ML Engineer,198200,USD,198200,United States of America,Totally Remote,United States of America,Medium
227,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,198200,USD,198200,United States of America,Totally Remote,United States of America,Medium
4064,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,198200,USD,198200,United States of America,Totally Remote,United States of America,Medium
6019,2023,Senior-level/ Expert,Full-time,Data Scientist,198200,USD,198200,United States of America,Not at all,United States of America,Medium
175,2023,Senior-level/ Expert,Full-time,Data Science Manager,198200,USD,198200,United States of America,Totally Remote,United States of America,Medium
4984,2023,Senior-level/ Expert,Full-time,Data Scientist,198200,USD,198200,United States of America,Totally Remote,United States of America,Medium
5936,2023,Senior-level/ Expert,Full-time,Data Science Manager,198200,USD,198200,United States of America,Totally Remote,United States of America,Medium
